time	V(vin)	V(vout)	V(n001)
6.489881312015903e-003	1.178488e-001	-5.074754e+000	5.000000e+000
6.509412562015903e-003	-1.096588e-001	-4.848371e+000	5.000000e+000
6.528943812015902e-003	-3.355170e-001	-4.623621e+000	5.000000e+000
6.548475062015902e-003	-5.563288e-001	-4.403883e+000	5.000000e+000
6.568006312015901e-003	-7.687728e-001	-4.192465e+000	5.000000e+000
6.587537562015901e-003	-9.696538e-001	-3.992545e+000	5.000000e+000
6.607068812015901e-003	-1.155950e+000	-3.807130e+000	5.000000e+000
6.626600062015900e-003	-1.324860e+000	-3.639009e+000	5.000000e+000
6.646131312015900e-003	-1.473843e+000	-3.490711e+000	5.000000e+000
6.665662562015899e-003	-1.600658e+000	-3.364466e+000	5.000000e+000
6.685193812015899e-003	-1.703397e+000	-3.262174e+000	5.000000e+000
6.704725062015898e-003	-1.780516e+000	-3.185372e+000	5.000000e+000
6.724256312015898e-003	-1.830854e+000	-3.135217e+000	5.000000e+000
6.743787562015898e-003	-1.853880e+000	-3.112237e+000	5.000000e+000
6.762689960767491e-003	-1.849398e+000	-3.116632e+000	5.000000e+000
6.782221210767491e-003	-1.817177e+000	-3.148625e+000	5.000000e+000
6.801752460767491e-003	-1.757851e+000	-3.207593e+000	5.000000e+000
6.821283710767490e-003	-1.672084e+000	-3.292873e+000	5.000000e+000
6.840814960767490e-003	-1.561168e+000	-3.403182e+000	5.000000e+000
6.860346210767489e-003	-1.426770e+000	-3.536861e+000	5.000000e+000
6.879877460767489e-003	-1.270912e+000	-3.691899e+000	5.000000e+000
6.899408710767488e-003	-1.095939e+000	-3.865965e+000	5.000000e+000
6.918939960767488e-003	-9.044813e-001	-4.056439e+000	5.000000e+000
6.938471210767488e-003	-6.994197e-001	-4.260458e+000	5.000000e+000
6.958002460767487e-003	-4.838382e-001	-4.474953e+000	5.000000e+000
6.977533710767487e-003	-2.609792e-001	-4.696697e+000	5.000000e+000
6.997064960767486e-003	-3.419495e-002	-4.922355e+000	5.000000e+000
7.016596210767486e-003	1.931037e-001	-5.148533e+000	5.000000e+000
7.036127460767486e-003	4.174978e-001	-5.371830e+000	5.000000e+000
7.055658710767485e-003	6.356124e-001	-5.588886e+000	5.000000e+000
7.075189960767485e-003	8.441669e-001	-5.796437e+000	5.000000e+000
7.094721210767484e-003	1.040024e+000	-5.991361e+000	5.000000e+000
7.114252460767484e-003	1.220239e+000	-6.170726e+000	5.000000e+000
